"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90_25","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","asistencias_90_48","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png"
"G. Ortíz","Colón","Colón","LCB",32,5e+05,"2025-12-31",17,1468,0,0.29,0,0.02,12.08,61.93,"Argentina","Argentina","derecho",182,76,"si",8.09,4.35,67.61,4.97,59.26,0.18,0.32,0.37,4.97,8.77,0.61,4,0.25,0,0,0.12,0,0,0,0.02,0,0,2,0.12,0,0,0,0.25,0,0.06,0,0.18,0,0,0.25,50,0.98,56.25,0.25,0.25,0.12,25.93,0,0.37,47.02,83.05,22.01,72.42,2.02,93.94,20.48,94.61,37.77,90.58,9.01,53.74,23.19,38.88,0,0,0.06,0,0,0.06,6.44,57.14,1.35,13.64,0.86,7.14,0.06,0,11.65,72.11,0,NA,0,NA,0,0,0,0,NA,NA,1.53,NA,0,0,0,0,0,0,"Argentina","COL","ARG_COL","Defensas",NA
"G. Dell''Aquila","San Telmo","San Telmo","RB",24,0,NA,16,1467,1,0.05,1,1.44,16.24,56.28,"Argentina","Argentina",NA,0,0,"no",9.14,7.3,74.77,1.64,32,0.46,0.8,0.07,3.22,5.63,0.46,2,0.12,0,0,2.89,0.06,1,0.07,0,0,0,4,0.26,25,25,0.07,3.16,45.83,0,0,3.16,45.83,0.33,2.17,63.64,5.46,45.78,0.39,1.97,0.59,25.18,2.24,0.72,37.93,78.68,16.37,74.7,5.33,96.3,10.12,79.87,30.5,84.91,4.27,58.46,21.44,39.18,0.09,0.07,0.07,0,0,0.33,7.63,73.28,3.29,52,0.13,50,0.39,1.71,10.26,77.56,0,NA,0,NA,0,0,0,0,NA,NA,0.46,NA,0,0,0,0,0,0,"Argentina","STE","ARG_STE","Defensas",NA
"M. Díaz","Colón","Colón","GK",39,50000,NA,15,1466,0,0,0,0,1.23,80,"Argentina","Argentina, Italy","derecho",187,87,"no",1.66,0.37,50,0.43,100,0,0,0.06,1.47,2.62,0.06,1,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0.31,80,0.06,0,0,8.72,0.12,0.37,16.02,84.29,8.53,74.82,0.25,50,6.02,98.98,11.54,97.34,4.3,52.86,28.56,48.27,0,0,0,0,0,0,1.53,40,0.12,100,0,0,0.12,0,3.25,60.38,14,0.86,53,3.25,4,73.58,10.55,0.65,-3.45,-0.212,0.06,1.35,NA,NA,NA,0,0,0,"Argentina","COL","ARG_COL","Arqueros",NA
"F. Saavedra","Gimnasia Mendoza","Gimnasia Mendoza","LB",21,0,"2026-12-31",17,1466,0,0.18,1,1.04,19.71,58.26,"Argentina","Argentina","izquierdo",178,73,"no",9.09,6.69,69.72,2.21,50,0.43,0.75,0.31,3.99,6.96,0.8,2,0.12,0,0,3.32,0,0,0,0.01,0,0,5,0.31,40,0,0.06,3.56,31.03,3.56,31.03,0,0,0.12,3.19,65.38,8.41,54.01,0.49,2.76,0.37,21.49,1.17,2.03,32.78,69.29,17.31,65.25,3.01,91.84,8.78,72.03,21.86,80.62,7.92,52.71,24.3,40.55,0.06,0,0,0,0,0.25,7.92,64.34,3.07,38,0.37,50,0.61,1.11,10.93,76.97,0,NA,0,NA,0,0,0,0,NA,NA,0.12,NA,0.06,0,0,0,0,0,"Argentina","GIM","ARG_GIM","Defensas","DEFENSAS_GIMNASIA_MENDOZA_F_SAAVEDRA.png"
"L. Elías","Almirante Brown","Almirante Brown",NA,NA,0,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM",NA,NA
"F. Moreno","Almirante Brown","Almirante Brown",NA,NA,0,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM",NA,NA
"F. Lima","Almirante Brown","Almirante Brown",NA,NA,0,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM",NA,NA
"P. Vouga","Almirante Brown","Almirante Brown",NA,NA,0,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM",NA,NA
"S. Gutierrez","Temperley","Temperley","LW",20,0,NA,1,4,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","TEM","ARG_TEM","Extremos",NA
"Diego Barro","Gimnasia Jujuy","Gimnasia Jujuy","CF",22,0,NA,1,4,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIJ","ARG_GIJ","Delanteros",NA
"M. Severich","Gimnasia Jujuy","Gimnasia Jujuy","CF",22,0,NA,1,6,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIJ","ARG_GIJ","Delanteros",NA
"J. de Stefano","Gimnasia Mendoza","Gimnasia Mendoza","RCMF",23,0,"2024-12-31",1,7,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69,71.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIM","ARG_GIM","Mediocampo",NA
"J. Moya","Gimnasia Mendoza","Gimnasia Mendoza","RAMF",22,0,NA,1,7,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIM","ARG_GIM","Mediocampo_Ofensivo",NA
"A. Poza","Gimnasia Mendoza","Gimnasia Mendoza","RCB",21,0,NA,1,8,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",191,83,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIM","ARG_GIM","Defensas",NA
"M. Jaime","Chacarita Juniors","Chacarita Juniors","LCMF",21,50000,"2025-12-31",1,8,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",172,65,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.82,42.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CHA","ARG_CHA","Mediocampo",NA
"L. Carrera","Gimnasia Mendoza","Gimnasia Mendoza","RW",22,0,"2025-12-31",1,11,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",0,0,"si",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.18,40.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIM","ARG_GIM","Extremos","EXTREMOS_GIMNASIA_MENDOZA_L_CARRERA.png"
"D. Molina","Gimnasia Mendoza","Gimnasia Mendoza","LCMF",24,0,NA,1,13,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",174,66,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,15,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.02,50.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIM","ARG_GIM","Mediocampo","MEDIOCAMPO_GIMNASIA_MENDOZA_D_MOLINA.png"
"S. Acosta","Chacarita Juniors","Chacarita Juniors","RB",19,0,NA,1,13,0,0,0,0,NA,NA,NA,"Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.69,35.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CHA","ARG_CHA","Defensas",NA
"B. Maillier","Colón","Colón","RCMF",18,0,NA,1,13,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.68,31.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","COL","ARG_COL","Mediocampo",NA
"L. Vega","Almirante Brown","Almirante Brown","CF",21,0,NA,1,13,0,0,0,0.36,NA,NA,"Argentina","Argentina",NA,187,90,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Delanteros",NA
"R. Bornia","Estudiantes Río Cuarto","Estudiantes Río Cuarto","AMF",NA,0,NA,1,15,0,0.04,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","AAE","ARG_AAE","Mediocampo_Ofensivo",NA
"B. Cabral","Deportivo Morón","Deportivo Morón","RWF",19,0,NA,1,18,0,0,0,0,NA,NA,"Argentina","Argentina","unknown",0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DMO","ARG_DMO","Extremos",NA
"V. Roncarolo","Deportivo Morón","Deportivo Morón","CF",NA,0,NA,1,18,0,0,0,0,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DMO","ARG_DMO","Delanteros",NA
"D. Perea","Almirante Brown","Almirante Brown","CF",22,0,NA,1,18,0,0,0,0,NA,NA,"Colombia","Colombia","derecho",180,81,"si",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Delanteros",NA
"M. Benítez","Agropecuario","Agropecuario","DMF",NA,0,NA,1,18,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.01,47.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","AGR","ARG_AGR","Mediocampo_Defensivo",NA
"V. Gargiulo","Chacarita Juniors","Chacarita Juniors","LCMF",24,0,"2025-12-31",1,18,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",176,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.36,43.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CHA","ARG_CHA","Mediocampo",NA
"M. Arango","Almirante Brown","Almirante Brown","CF",26,0,NA,1,19,1,0.14,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,0,NA,0,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Delanteros",NA
"V. Huertas","Deportivo Morón","Deportivo Morón","LW",18,0,NA,1,19,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DMO","ARG_DMO","Extremos",NA
"D. Salvo","Defensores Unidos","Defensores Unidos","CF",NA,0,NA,1,19,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DEU","ARG_DEU","Delanteros",NA
"L. Gaona","Temperley","Temperley","CF",20,0,NA,1,19,1,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","TEM","ARG_TEM","Delanteros",NA
"V. Beraldi","Estudiantes Río Cuarto","Estudiantes Río Cuarto","RCMF",37,10000,"2024-12-31",3,20,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",173,62,"no",NA,NA,NA,NA,NA,NA,15,NA,NA,30,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72,18.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","AAE","ARG_AAE","Mediocampo",NA
"N. Ruiz Paz","Club Atlético Mitre","Club Atlético Mitre","CF",18,0,NA,1,20,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","MIT","ARG_MIT","Delanteros",NA
"E. Zambrano","Gimnasia Jujuy","Gimnasia Jujuy","RW",17,0,NA,1,21,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIJ","ARG_GIJ","Extremos",NA
"J. Zules Caicedo","Chaco For Ever","Chaco For Ever","RB",34,25000,NA,1,21,0,0,0,0,NA,NA,"Colombia","Colombia","derecho",186,80,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CFO","ARG_CFO","Defensas",NA
