"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","asistencias_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png.x","archivo_png.y","archivo_png"
"S. Giordana","Millonarios","Millonarios","CF",30,7e+05,"2026-12-31",19,620,2,2.1,0,0.22,19.02,38.17,"Argentina","Argentina","derecho",177,73,"no",3.92,4.35,53.33,4.5,29.03,0.44,0.75,0.15,1.16,2,1.89,4,0.58,1,0.15,1.89,0.29,2,0.29,0.3,1,0.15,14,2.03,42.86,14.286,1.74,16.67,0.58,25,1.16,12.5,0.15,2.03,35.71,6.53,42.22,3.34,0.44,0,11.18,1.6,1.74,13.79,58.95,2.61,27.78,3.19,86.36,3.92,59.26,11.32,66.67,0.73,40,20.01,9.1,0.03,0.58,0,0,0,0,0.15,1.02,14.29,1.45,10,0,0,0.15,0.44,1.02,42.86,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.15,1,0,"Colombia","MIL","COL_MIL","Delanteros",NA,NA,NA
"J. Aguirre","Atlético Nacional","Atlético Nacional","RCB",28,850000,"2025-12-31",8,615,0,0.47,0,0,7.76,66.04,"Colombia","Colombia","derecho",185,75,"no",6.88,2.34,75,3.22,63.64,0.29,0.52,0.44,4.83,8.61,0.73,2,0.29,0,0,0.29,0,0,0,0.07,0,0,4,0.59,50,0,0,0,0,0,0,0,0,0,0,0.44,66.67,1.61,0.73,0,31.76,0.59,0.44,41.71,90.88,18.88,86.05,4.98,100,14.05,93.75,38.49,92.78,3.22,68.18,19.78,33.86,0,0,0,0,0,0,0,3.66,96,0.15,100,0,0,0.15,0,8.05,78.18,0,NA,0,NA,0,0,0,0,NA,NA,4.39,NA,0,0,0,0,0,0,"Colombia","NAC","COL_NAC","Defensas",NA,NA,NA
"E. Moreno","Deportivo Pereira","Deportivo Pereira","RB",23,25000,NA,12,615,0,0.1,0,0.32,13.76,51.06,"Colombia","Colombia","derecho",179,68,"no",7.17,6.73,65.22,2.2,60,0,0,0,2.78,4.1,0.15,0,0,0,0,1.46,0,0,0,0.02,0,0,2,0.29,50,0,1.9,53.85,0.59,75,1.32,44.44,0.29,0.88,33.33,3.22,22.73,1.02,1.02,0,22.54,2.05,0.29,31.32,84.58,10.24,75.71,5.12,94.29,9.95,92.65,27.8,88.95,1.61,45.45,15.96,17.06,0.05,0.59,0,0,0,0,0,3.07,71.43,2.34,62.5,0,0,0.44,1.17,6.59,71.11,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","PER","COL_PER","Defensas",NA,NA,NA
"J. Varela","Deportivo Cali","Deportivo Cali","LCB",27,750000,"2027-12-31",8,611,0,0.29,0,0.04,12.96,57.95,"Uruguay","Uruguay, Spain","izquierdo",189,85,"si",8.25,4.71,71.88,5.89,55,0.29,0.41,1.03,4.57,6.41,0.29,0,0,0,0,0.15,0,0,0,0.04,0,0,2,0.29,0,0,0.15,0,0.15,0,0,0,0,0.29,50,1.18,37.5,0.44,0.59,0,17.23,0.44,0.44,28.43,84.46,14.73,82,1.18,100,10.16,88.41,23.42,93.71,4.86,42.42,23.63,37.91,0.01,0.15,0,0,0,0,0,5.45,64.86,0.44,33.33,0.44,0,0.29,0,6.78,82.61,0,NA,0,NA,0,0,0,0,NA,NA,0.29,NA,0,0,0,0,0,0,"Colombia","CAL","COL_CAL","Defensas",NA,NA,NA
"J. Giraldo","Unión Magdalena","Unión Magdalena","LCMF",28,2e+05,NA,14,611,0,0.1,0,0.13,13.4,49.45,"Colombia","Colombia","izquierdo",173,70,"no",8.69,7.07,56.25,1.03,71.43,0.15,0.2,0.74,4.57,6.12,2.06,2,0.29,0,0,0.44,0,0,0,0.02,0,0,3,0.44,66.67,0,0.29,0,0.15,0,0.15,0,0.15,0.29,50,4.42,36.67,0.15,0.44,0,23.13,0,1.18,36.38,88.26,12.37,79.76,6.33,95.35,11.49,91.03,33.14,92,3.09,52.38,17.45,28.98,0.02,0.29,0,0,0,0,0.15,6.48,86.36,0.44,0,0.29,50,0.15,0,6.78,73.91,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.15,0,0,0,0,0,"Colombia","UMG","COL_UMG","Mediocampo",NA,NA,NA
"Y. Cabrera","Deportivo Pereira","Deportivo Pereira","AMF",34,4e+05,"2025-12-31",12,605,2,1.13,0,0.85,8.63,46.55,"Colombia","Colombia","derecho",168,62,"no",4.31,2.83,57.89,0.6,25,0.6,0.81,0,2.08,2.82,0.45,3,0.45,0,0,1.64,0.3,1,0.15,0.17,0,0,5,0.74,80,40,0.15,0,0,0,0,0,0,0.89,66.67,4.31,34.48,0.45,1.79,0,35.11,0.45,0.6,46.41,88.46,14.58,77.55,7.59,96.08,15.92,92.52,42.55,91.61,3.72,56,18.53,27.89,0.13,0.89,0,0,0.89,50,0.15,7.88,81.13,2.08,57.14,1.93,38.46,1.19,0,8.48,84.21,0,NA,0,NA,0,0,0,0,NA,NA,0.3,NA,1.04,0.15,100,1.64,1,100,"Colombia","PER","COL_PER","Mediocampo_Ofensivo",NA,NA,NA
"R. Caicedo","Boyacá Chicó","Boyacá Chicó","GK",31,3e+05,NA,6,599,0,0,0,0,0.3,100,"Colombia","Colombia","derecho",187,83,"no",2.25,0.3,100,0,0,0,0,0,1.95,2.53,0,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32,0.15,0,15.93,78.3,9.02,61.67,0,0,6.76,100,9.17,95.08,6.76,55.56,33.1,43.86,0,0,0,0,0,0,0,1.65,54.55,0,0,0.15,0,0,0,4.51,60,8,1.2,23,3.46,3,65.22,7.75,1.16,-0.25,-0.038,0,1.2,NA,NA,NA,0,0,0,"Colombia","BYC","COL_BYC","Arqueros",NA,NA,NA
"Marcus Vinicius","Medellín","Medellín","CF",28,8e+05,"2027-06-30",18,598,1,2.54,1,0.45,17.01,37.17,"Brazil","Brazil","derecho",188,82,"no",2.86,2.41,56.25,1.81,8.33,0,0,0,1.51,2.48,1.35,0,0,0,0,2.71,0.15,1,0.15,0.38,1,0.15,20,3.01,25,5,1.51,10,0.75,0,0.75,20,0,3.31,54.55,10.23,39.71,1.96,2.71,0.15,25.74,1.81,1.66,29.8,80.3,7.07,68.09,5.27,97.14,10.69,74.65,26.34,88.57,1.96,23.08,18.32,16.14,0.07,1.05,0,0,0,0,0.45,3.91,61.54,2.86,42.11,1.05,28.57,1.2,0.15,2.71,88.89,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.3,0.3,0,3.16,0,0,"Colombia","MDL","COL_MDL","Delanteros",NA,NA,NA
"C. Torres","Envigado","Envigado","RAMF",22,450000,NA,9,597,2,0.78,0,0.21,23.67,40.76,"Colombia","Colombia",NA,0,0,"no",6.03,6.33,47.62,1.66,27.27,0.15,0.23,0.15,2.86,4.42,2.26,3,0.45,0,0,3.02,0.3,2,0.3,0.12,0,0,8,1.21,25,25,1.96,38.46,0.15,0,1.81,41.67,0.15,4.97,39.39,13.87,38.04,1.21,1.51,0.15,11.01,1.66,3.17,15.53,75.73,3.17,71.43,4.07,96.3,5.28,71.43,12.96,82.56,0.9,50,18.69,17.56,0.03,0.6,0,0,0.15,0,0.3,0.75,60,2.56,58.82,0.15,0,0.75,0.9,2.71,88.89,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.6,0,0,"Colombia","ENV","COL_ENV","Mediocampo_Ofensivo",NA,NA,NA
"Y. Quintero Rivas","Deportivo Cali","Deportivo Cali","LCMF",23,350000,NA,14,597,0,0.71,0,0.25,14.62,57.73,"Colombia","Colombia","derecho",186,73,"si",8.29,6.48,65.12,2.86,57.89,0.15,0.22,0.45,3.92,5.69,0.9,0,0,0,0,0.9,0,0,0,0.11,0,0,7,1.06,0,0,0.45,66.67,0.3,100,0.15,0,0,1.21,50,4.07,37.04,1.06,1.06,0.15,19.6,0.75,0.9,30.9,87.8,11.46,78.95,4.07,92.59,10.1,92.54,29.4,88.21,1.21,75,18.28,19.84,0.04,0.6,0,0,0,0,0.15,5.13,82.35,1.81,66.67,0,0,1.21,0.3,5.73,76.32,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","CAL","COL_CAL","Mediocampo",NA,NA,NA
"E. Chaux","Medellín","Medellín","GK",33,350000,NA,6,594,0,0,0,0,0.76,80,"Colombia","Colombia","derecho",189,79,"no",0.91,0,0,0.45,100,0,0,0,0.91,1.32,0,3,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0,0,6.67,0,0.15,12.42,85.37,7.73,80.39,0,0,4.24,96.43,7.88,98.08,4.55,63.33,33.2,40.14,0,0,0,0,0,0,0,1.67,63.64,0,0,0,0,0,0,3.64,66.67,4,0.61,15,2.27,3,73.33,4.14,0.63,0.14,0.021,0,1.67,NA,NA,NA,0,0,0,"Colombia","MDL","COL_MDL","Arqueros",NA,NA,NA
"D. Mantilla","Llaneros","Llaneros","LW",28,6e+05,"2025-12-31",11,592,1,0.73,4,1.41,14.9,55.1,"Colombia","Colombia","derecho",173,70,"si",5.02,4.86,65.63,1.06,57.14,0.15,0.23,0,1.67,2.56,1.82,4,0.61,0,0,2.43,0.15,1,0.15,0.11,0,0,4,0.61,25,25,1.98,23.08,1.52,30,0.46,0,0.15,2.89,63.16,6.69,54.55,2.43,2.28,0.15,19.46,2.13,1.06,25.08,80.61,4.86,62.5,7.6,92,6.54,81.4,21.59,88.03,1.52,50,16.29,19.76,0.21,0.91,0,0,0,0,0.76,1.67,72.73,1.52,50,0,0,0.61,0.46,2.89,52.63,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.15,0,0,"Colombia","LNR","COL_LNR","Extremos",NA,NA,NA
"J. Vásquez","Llaneros","Llaneros","LB",25,0,NA,7,591,0,0.04,0,0.16,14.77,51.55,"Colombia","Colombia","izquierdo",180,0,"no",7.92,6.55,55.81,3.5,47.83,0.46,0.63,0.15,3.81,5.28,1.37,2,0.3,0,0,0.91,0,0,0,0.01,0,0,1,0.15,0,0,1.07,14.29,1.07,14.29,0,0,0,0.76,80,3.2,47.62,0.15,0.76,0.46,20.56,1.22,0.61,30.46,76,11.88,66.67,5.48,100,8.53,69.64,24.21,85.53,5.18,44.12,20.66,34.66,0.02,0.15,0.15,0,0.15,100,0,5.48,47.22,1.37,22.22,0.3,50,0.15,0.3,5.48,61.11,0,NA,0,NA,0,0,0,0,NA,NA,0.76,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Defensas",NA,NA,NA
"O. Vega Herrera","Llaneros","Llaneros","RCB",25,0,NA,7,570,0,0.17,0,0,9.63,60.66,"Colombia","Colombia",NA,0,0,"no",8.53,3.63,73.91,1.89,50,1.26,2.05,0.95,4.58,7.44,0.32,3,0.47,0,0,0.32,0,0,0,0.03,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0.47,66.67,1.74,45.45,0.32,0.95,0,31.42,1.11,0.63,45.32,86.06,18.79,76.47,3.63,91.3,18.16,94.78,39.95,90.91,5.37,50,21.5,41.22,0,0,0,0,0,0,0,5.21,66.67,0.16,0,0.16,0,0,0,9.32,66.1,0,NA,0,NA,0,0,0,0,NA,NA,2.53,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Defensas",NA,NA,NA
"A. Serna","Medellín","Medellín","LCMF",27,350000,NA,12,568,1,0.52,0,0.21,18.06,55.26,"Colombia","Colombia",NA,0,0,"no",5.23,5.55,62.86,3.33,61.9,0,0,0.16,1.74,3.3,1.43,1,0.16,0,0,1.74,0.16,1,0.16,0.08,0,0,7,1.11,42.86,14.286,0.16,100,0,0,0.16,100,0,1.9,58.33,7.92,48,0.63,2.54,0.63,26.78,0.48,1.74,38.19,90.87,6.81,72.09,9.35,98.31,14.89,93.62,35.65,92.89,2.38,60,16.8,26.22,0.03,0.95,0,0,0,0,0.16,4.44,75,1.27,62.5,0.32,0,0.16,0.16,3.17,70,0,NA,0,NA,0,0,0,0,NA,NA,0.48,NA,0,0,0,0.32,0,0,"Colombia","MDL","COL_MDL","Mediocampo",NA,NA,NA
"G. Peña","Deportivo Pereira","Deportivo Pereira","CF",24,2e+05,NA,16,568,2,3.05,0,0.07,23.45,34.46,"Colombia","Colombia","derecho",190,68,"no",3.33,2.69,58.82,8.24,40.38,0,0,0.32,1.74,2.58,2.54,0,0,0,0,0.95,0.32,2,0.32,0.48,0,0,14,2.22,28.57,14.286,0.48,0,0,0,0.48,0,0,1.74,18.18,7.61,27.08,3.17,0.63,0.32,6.65,1.9,1.58,9.03,80.7,1.58,70,2.69,76.47,2.54,93.75,8.56,85.19,0,0,11.67,0,0.01,0.16,0,0,0,0,0.16,0.32,100,0.16,0,0,0,0.48,0,0.48,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","PER","COL_PER","Delanteros",NA,NA,NA
"D. Caicedo","Junior","Junior","LAMF",25,2400000,"2025-12-31",13,567,0,0.35,1,1.14,16.83,42.45,"Colombia","Colombia","derecho",166,65,"no",4.44,4.29,62.96,1.75,36.36,0,0,0,1.75,3,0.79,1,0.16,0,0,1.59,0,0,0,0.06,0,0,6,0.95,0,0,2.54,12.5,2.06,7.69,0.48,33.33,0.16,4.29,29.63,8.89,32.14,2.86,2.7,0.32,21.27,1.75,0.95,26.35,77.71,5.4,76.47,7.94,92,7.94,74,21.9,86.96,2.06,53.85,20.02,18.33,0.18,1.75,0,0,0.32,0,0.16,1.27,62.5,2.54,25,0.63,0,0.63,0.63,3.02,63.16,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,1.11,0,0,3.17,0,0,"Colombia","JNR","COL_JNR","Mediocampo_Ofensivo",NA,NA,NA
"R. Pérez","Unión Magdalena","Unión Magdalena","RCB",35,550000,"2025-12-31",6,566,0,0.02,0,0,11.45,55.56,"Colombia","Colombia","derecho",186,82,"no",8.11,4.29,81.48,3.02,47.37,0.32,0.46,0.95,4.29,6.23,0.64,1,0.16,1,0.16,0.16,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0.48,33.33,2.07,38.46,0.48,0.48,0,17.49,0.16,0.64,26.87,82.25,10.65,70.15,2.39,86.67,11.77,93.24,23.85,88,3.02,36.84,20.61,37.41,0,0,0.16,0,0,0,0,1.43,44.44,0.32,0,0,0,0,0,4.29,51.85,0,NA,0,NA,0,0,0,0,NA,NA,1.59,NA,0,0,0,0,0,0,"Colombia","UMG","COL_UMG","Defensas",NA,NA,NA
"D. Dawson","Envigado","Envigado","LAMF",19,0,NA,14,564,0,1.43,1,0.52,22.98,51.39,"Panama","Panama",NA,173,0,"no",8.78,6.86,74.42,1.44,55.56,0.16,0.22,0,3.51,4.93,0.8,2,0.32,0,0,1.91,0,0,0,0.23,0,0,13,2.07,23.08,0,0.64,0,0.16,0,0.48,0,0.16,2.87,50,12.13,43.42,1.28,2.39,0.32,13.09,2.07,1.6,18.51,75.86,4.63,51.72,4.15,100,7.18,77.78,16.91,81.13,0.96,33.33,14.98,11.6,0.08,0.96,0,0,0.16,0,0.32,2.23,50,1.91,50,0.32,0,0.96,0,3.03,68.42,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ENV","COL_ENV","Mediocampo_Ofensivo",NA,NA,NA
"J. Mina","Llaneros","Llaneros","RCB",25,3e+05,NA,9,558,0,0,0,0,15.65,58.76,"Colombia","Colombia","derecho",188,0,"no",10.48,7.1,77.27,2.74,52.94,0.32,0.44,0.48,4.68,6.4,1.45,1,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,100,2.26,21.43,0.16,0.32,0.48,17.9,0,0.48,29.68,85.33,14.19,75,2.26,100,10.48,95.38,26.29,88.34,3.39,61.9,19.02,27.81,0,0,0,0,0,0,0,2.74,52.94,0.32,50,0,0,0.16,0,5.48,61.76,0,NA,0,NA,0,0,0,0,NA,NA,1.94,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Defensas",NA,NA,NA
"J. Vargas","Millonarios","Millonarios","LCB",30,2e+06,"2026-12-31",6,556,0,0.19,0,0.01,11.82,73.97,"Costa Rica","Costa Rica","izquierdo",192,88,"no",5.99,4.05,68,4.86,83.33,0.49,0.86,0.32,2.75,4.86,0.49,1,0.16,1,0.16,0.16,0,0,0,0.03,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0.16,100,0.49,100,0.32,1.29,0,31.73,0.65,0.32,47.27,89.73,22.34,81.88,0.97,83.33,20.56,98.43,41.76,94.96,5.5,50,20.19,37.63,0,0.16,0,0,0,0,0,5.83,63.89,0.49,0,0.32,50,0,0,9.39,75.86,0,NA,0,NA,0,0,0,0,NA,NA,0.49,NA,0,0,0,0,0,0,"Colombia","MIL","COL_MIL","Defensas",NA,NA,NA
"C. Vergara","Alianza","Alianza","CF",25,0,NA,11,551,2,1.54,1,0.74,19.6,25.83,"Colombia","Colombia","unknown",184,82,"no",1.63,2.29,28.57,4.41,44.44,0,0,0.33,0.98,1.46,1.14,0,0,1,0.16,1.14,0.33,2,0.33,0.25,1,0.16,13,2.12,30.77,15.385,0,0,0,0,0,0,0,0.82,60,9.64,15.25,2.45,0.65,0.33,5.55,0.49,0.65,9.64,79.66,1.14,57.14,3.27,85,2.45,93.33,9.15,82.14,0.49,33.33,14.06,7.75,0.12,0.82,0,0,0,0,0.49,0.65,50,0.49,66.67,0,0,0.33,0,0.49,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.16,0.16,0,0,0,0,"Colombia","ALV","COL_ALV","Delanteros","DELANTEROS_ALIANZA_C_VERGARA.png","DELANTEROS_ALIANZA_C_VERGARA.png","DELANTEROS_ALIANZA_C_VERGARA.png"
"A. Mosquera","América de Cali","América de Cali","RCB",35,550000,"2025-12-31",9,546,0,0.44,0,0,7.75,57.45,"Colombia","Colombia","derecho",178,78,"no",8.41,3.3,65,2.97,55.56,0.33,0.47,0.82,5.93,8.44,0.66,3,0.49,0,0,0.16,0,0,0,0.07,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0.16,100,0.66,75,0.33,0.16,0,15.66,0.49,0.16,24.56,88.59,12.86,83.33,0.99,100,8.74,96.23,22.25,91.85,2.31,57.14,16.51,14.88,0,0,0,0,0,0,0,2.8,76.47,0,0,0.16,0,0,0,5.44,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.49,NA,0,0,0,0,0,0,"Colombia","AME","COL_AME","Defensas",NA,NA,NA
"A. Colorado","Deportivo Cali","Deportivo Cali","RCMF",26,8e+05,"2026-06-30",7,544,0,0.43,0,0.03,11.91,59.72,"Colombia","Colombia","derecho",193,81,"si",6.45,5.96,61.11,0.99,66.67,0,0,0.17,2.81,4.02,1.32,1,0.17,0,0,0.17,0,0,0,0.07,0,0,2,0.33,50,0,0,0,0,0,0,0,0,0.17,0,2.98,61.11,0.83,0.99,0,20.02,0.33,1.82,26.47,83.75,8.27,76,4.3,92.31,8.44,92.16,25.64,84.52,0.83,60,14.92,13.62,0,0.66,0,0,0,0,0,4.96,80,0.66,25,0.17,0,0.33,0,3.14,68.42,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","CAL","COL_CAL","Mediocampo",NA,NA,NA
"K. Cuesta","Once Caldas","Once Caldas","LCB",25,0,"2026-06-30",6,543,0,0.05,0,0,10.61,48.44,"Colombia","Colombia",NA,0,0,"no",6.46,3.98,62.5,4.31,30.77,0,0,0.66,3.98,5.9,1.16,2,0.33,0,0,0.17,0,0,0,0.01,0,0,1,0.17,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0.66,0,0,23.54,0.17,0.17,34.81,87.14,13.92,73.81,1.99,100,17.24,96.15,31.16,90.96,3.65,54.55,23.91,46,0,0,0,0,0.17,0,0,3.98,54.17,0.33,0,0.33,0,0,0,7.29,68.18,0,NA,0,NA,0,0,0,0,NA,NA,1.66,NA,0,0,0,0,0,0,"Colombia","ONC","COL_ONC","Defensas",NA,NA,NA
"S. Jiménez","Deportivo Pasto","Deportivo Pasto","RB",27,350000,NA,9,538,0,0.07,0,0.77,17.06,58.82,"Colombia","Colombia","derecho",180,70,"no",8.7,7.19,74.42,1.84,45.45,0.84,1.44,0.17,2.51,4.33,1.17,4,0.67,0,0,2.51,0,0,0,0.01,0,0,5,0.84,20,0,3.01,27.78,0.17,100,2.84,23.53,0.33,2.34,64.29,5.52,42.42,1,1.84,0.17,27.27,1.84,1,38.48,74.78,12.71,65.79,5.69,91.18,13.05,75.64,30.78,83.7,4.85,48.28,16.48,29.9,0.13,1.51,0.17,0,0.17,0,0.5,5.69,58.82,1.84,36.36,0.33,0,0.33,0.84,7.86,65.96,0,NA,0,NA,0,0,0,0,NA,NA,0.33,NA,0,0,0,0,0,0,"Colombia","PAS","COL_PAS","Defensas",NA,NA,NA
"J. Quiñónes","Tolima","Tolima","AMF",24,7e+05,"2027-06-30",14,537,0,0.12,1,0.24,21.12,40.48,"Colombia","Colombia","derecho",170,0,"no",5.36,5.03,60,2.68,25,0.17,0.28,0,2.18,3.61,1.17,4,0.67,0,0,2.68,0,0,0,0.02,0,0,2,0.34,0,0,1.17,28.57,0.5,66.67,0.67,0,0.34,3.35,65,11.23,35.82,1.51,4.02,0.17,33.02,1.01,1.01,43.74,90.04,9.55,91.23,9.89,98.31,12.4,90.54,41.73,91.97,0.84,80,14.12,12.01,0.04,1.17,0,0,0.34,50,0.5,4.69,89.29,1.68,80,0.5,66.67,1.84,0.34,3.85,100,0,NA,0,NA,0,0,0,0,NA,NA,0.17,NA,0.17,0,0,0.5,0,0,"Colombia","TOL","COL_TOL","Mediocampo_Ofensivo",NA,NA,NA
"L. Riascos","La Equidad","La Equidad","RB",24,4e+05,"2025-06-30",7,534,1,0.05,1,0.16,16.85,45,"Colombia","Colombia","derecho",177,70,"si",8.09,6.74,60,3.2,52.63,0.51,0.68,0,3.54,4.74,0.84,2,0.34,0,0,1.35,0.17,1,0.17,0.01,0,0,5,0.84,20,20,2.7,18.75,0,0,2.7,18.75,0.34,2.02,33.33,4.38,26.92,0.17,1.52,0.17,17.02,1.85,0.34,26.12,69.03,12.47,66.22,3.03,94.44,6.91,65.85,21.4,76.38,2.02,58.33,19.87,32.84,0.03,0.34,0,0,0.17,0,0.51,4.89,65.52,3.2,26.32,0.84,60,0.51,0.51,6.07,80.56,0,NA,0,NA,0,0,0,0,NA,NA,0.34,NA,0,0,0,0,0,0,"Colombia","EQU","COL_EQU","Defensas",NA,NA,NA
"Julián Angulo","Llaneros","Llaneros","RW",23,250000,NA,12,534,1,1.19,2,0.97,24.1,44.06,"Colombia","Colombia","izquierdo",183,76,"si",8.09,7.58,77.78,2.87,11.76,0,0,0,2.19,3.33,0.51,1,0.17,0,0,2.7,0.17,1,0.17,0.2,0,0,8,1.35,25,12.5,0.67,25,0,0,0.67,25,0.17,5.39,40.63,11.29,32.84,3.71,3.88,0.17,16.18,2.19,0.34,23.43,84.17,5.56,84.85,6.91,90.24,4.72,89.29,22.58,86.57,0.17,0,15.23,4.04,0.16,1.85,0,0,0,0,1.01,1.85,90.91,1.18,100,0,0,2.19,0.17,4.21,80,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Extremos",NA,NA,NA
"R. Colpa","Unión Magdalena","Unión Magdalena","LDMF",30,4e+05,NA,11,533,1,0.23,0,0,13.85,51.22,"Colombia","Colombia","derecho",180,76,"si",9.29,8.27,59.18,2.7,50,0.51,0.72,0.17,3.88,5.52,2.03,4,0.68,1,0.17,0.34,0.17,1,0.17,0.04,1,0.17,4,0.68,50,25,0,0,0,0,0,0,0,0.34,0,2.03,16.67,0.34,0,0.17,28.2,0.34,0.34,40.19,84.87,11.65,71.01,5.4,87.5,13.68,93.83,37.49,86.04,2.7,68.75,15.36,16.27,0,0,0,0,0,0,0,4.22,72,0,0,0.17,0,0,0,5.4,68.75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","UMG","COL_UMG","Mediocampo_Defensivo",NA,NA,NA
"J. Díaz","Once Caldas","Once Caldas","RDMF",24,3e+05,NA,14,530,0,0.28,0,0.14,16.64,54.08,"Colombia","Colombia","derecho",183,74,"no",8.49,9.85,58.62,1.36,62.5,0.17,0.24,0.51,2.55,3.66,2.89,1,0.17,0,0,0.68,0,0,0,0.05,0,0,3,0.51,33.33,0,0.34,50,0.17,0,0.17,100,0,0.51,66.67,3.4,35,0.34,0.68,0.17,24.28,0.17,0.17,36.85,88.02,15.11,82.02,4.92,93.1,11.04,92.31,35.49,89.47,1.02,50,16.14,12.73,0.02,0.51,0,0,0.17,0,0.34,5.6,81.82,0.85,0,0.34,0,0.17,0.17,4.92,75.86,0,NA,0,NA,0,0,0,0,NA,NA,0.17,NA,0,0,0,0,0,0,"Colombia","ONC","COL_ONC","Mediocampo_Defensivo",NA,NA,NA
